sample_size,seed,model,spearman
800,6,GPR(LLR only),0.7089417555373256
800,6,GPR(LLR + AF3 conf),0.706343021211766
800,6,GPR(LLR + AF3 PAE 8D),0.7498652291105121
800,6,GPR(LLR + Protenix z 10D),0.7459305050978553
800,7,GPR(LLR only),0.7560441814133364
800,7,GPR(LLR + AF3 conf),0.7476268604242353
800,7,GPR(LLR + AF3 PAE 8D),0.7593196999882809
800,7,GPR(LLR + Protenix z 10D),0.7801271534044298
800,8,GPR(LLR only),0.772963787647955
800,8,GPR(LLR + AF3 conf),0.7605238485878355
800,8,GPR(LLR + AF3 PAE 8D),0.781870385561936
800,8,GPR(LLR + Protenix z 10D),0.8199109340208601
800,9,GPR(LLR only),0.6507148716746748
800,9,GPR(LLR + AF3 conf),0.6443601312551271
800,9,GPR(LLR + AF3 PAE 8D),0.7153228641743818
800,9,GPR(LLR + Protenix z 10D),0.7088772998945271
