sample_size,seed,model,spearman
400,8,GPR(ESM2 LLR + z_pair PCA 10D),0.5691547653330582
400,9,GPR(ESM2 LLR only),0.6346183148386537
400,9,GPR(ESM2 LLR + s_mut PCA 5D),0.6230851276228215
400,9,GPR(ESM2 LLR + z_pair PCA 5D),0.6520587442869853
400,9,GPR(ESM2 LLR + z_pair PCA 10D),0.6503592400732702
800,0,GPR(ESM2 LLR only),0.466308932145174
800,0,GPR(ESM2 LLR + s_mut PCA 5D),0.45654374490457117
800,0,GPR(ESM2 LLR + z_pair PCA 5D),0.5135835132195056
800,0,GPR(ESM2 LLR + z_pair PCA 10D),0.5575078117826971
800,1,GPR(ESM2 LLR only),0.5126385998151484
800,1,GPR(ESM2 LLR + s_mut PCA 5D),0.5004929457198602
800,1,GPR(ESM2 LLR + z_pair PCA 5D),0.5660935410691661
800,1,GPR(ESM2 LLR + z_pair PCA 10D),0.6050472364072201
800,2,GPR(ESM2 LLR only),0.511901265316282
800,2,GPR(ESM2 LLR + s_mut PCA 5D),0.5373803812454782
800,2,GPR(ESM2 LLR + z_pair PCA 5D),0.5460570214828512
800,2,GPR(ESM2 LLR + z_pair PCA 10D),0.5573368002820698
800,3,GPR(ESM2 LLR only),0.5671076812968193
800,3,GPR(ESM2 LLR + s_mut PCA 5D),0.5861780275548032
800,3,GPR(ESM2 LLR + z_pair PCA 5D),0.5848097910050293
800,3,GPR(ESM2 LLR + z_pair PCA 10D),0.6356513517078705
800,4,GPR(ESM2 LLR only),0.5217861349329876
800,4,GPR(ESM2 LLR + s_mut PCA 5D),0.5401150833040299
800,4,GPR(ESM2 LLR + z_pair PCA 5D),0.5820334702635387
800,4,GPR(ESM2 LLR + z_pair PCA 10D),0.5988579565200461
800,5,GPR(ESM2 LLR only),0.5313015008162911
800,5,GPR(ESM2 LLR + s_mut PCA 5D),0.5293546331636866
800,5,GPR(ESM2 LLR + z_pair PCA 5D),0.5476660294447669
800,5,GPR(ESM2 LLR + z_pair PCA 10D),0.633044013289081
800,6,GPR(ESM2 LLR only),0.5343468621478467
800,6,GPR(ESM2 LLR + s_mut PCA 5D),0.5508125541073758
800,6,GPR(ESM2 LLR + z_pair PCA 5D),0.57224578711982
800,6,GPR(ESM2 LLR + z_pair PCA 10D),0.6085933626447168
800,7,GPR(ESM2 LLR only),0.6177898877310899
800,7,GPR(ESM2 LLR + s_mut PCA 5D),0.6201820885412502
800,7,GPR(ESM2 LLR + z_pair PCA 5D),0.6259684897660717
800,7,GPR(ESM2 LLR + z_pair PCA 10D),0.6883429651462414
800,8,GPR(ESM2 LLR only),0.5074882459472259
800,8,GPR(ESM2 LLR + s_mut PCA 5D),0.517585860124157
800,8,GPR(ESM2 LLR + z_pair PCA 5D),0.5264983633379171
800,8,GPR(ESM2 LLR + z_pair PCA 10D),0.6356472295368082
800,9,GPR(ESM2 LLR only),0.587937140444124
800,9,GPR(ESM2 LLR + s_mut PCA 5D),0.6051601704063798
800,9,GPR(ESM2 LLR + z_pair PCA 5D),0.6066119032202435
800,9,GPR(ESM2 LLR + z_pair PCA 10D),0.6291496523032839
