sample_size,seed,model,spearman
400,3,GPR(LLR + z_pair PCA 5D),0.5041959681200188
400,3,GPR(LLR + z_pair PCA 10D),0.5532114392873887
400,4,GPR(LLR only),0.6557196436943273
400,4,GPR(LLR + s_mut PCA 5D),0.6610407876230662
400,4,GPR(LLR + z_pair PCA 5D),0.6728082512892639
400,4,GPR(LLR + z_pair PCA 10D),0.7546179090482888
400,5,GPR(LLR only),0.58370839193624
400,5,GPR(LLR + s_mut PCA 5D),0.5792780121894047
400,5,GPR(LLR + z_pair PCA 5D),0.5575949367088608
400,5,GPR(LLR + z_pair PCA 10D),0.5587669948429441
400,6,GPR(LLR only),0.5404360056258791
400,6,GPR(LLR + s_mut PCA 5D),0.5660337552742617
400,6,GPR(LLR + z_pair PCA 5D),0.568846694796062
400,6,GPR(LLR + z_pair PCA 10D),0.5886075949367089
400,7,GPR(LLR only),0.6617909048288796
400,7,GPR(LLR + s_mut PCA 5D),0.6315518049695265
400,7,GPR(LLR + z_pair PCA 5D),0.6736286919831224
400,7,GPR(LLR + z_pair PCA 10D),0.7371542428504455
400,8,GPR(LLR only),0.5514533520862636
400,8,GPR(LLR + s_mut PCA 5D),0.5210736052508205
400,8,GPR(LLR + z_pair PCA 5D),0.6093999062353492
400,8,GPR(LLR + z_pair PCA 10D),0.7190576652601969
400,9,GPR(LLR only),0.6454289732770746
400,9,GPR(LLR + s_mut PCA 5D),0.6479137365213314
400,9,GPR(LLR + z_pair PCA 5D),0.6471401781528364
400,9,GPR(LLR + z_pair PCA 10D),0.6900843881856542
800,0,GPR(LLR only),0.63959334348998
800,0,GPR(LLR + s_mut PCA 5D),0.602692487987812
800,0,GPR(LLR + z_pair PCA 5D),0.6751640689089418
800,0,GPR(LLR + z_pair PCA 10D),0.6875073245048635
800,1,GPR(LLR only),0.6791661783663424
800,1,GPR(LLR + s_mut PCA 5D),0.6202830188679245
800,1,GPR(LLR + z_pair PCA 5D),0.6818762451658268
800,1,GPR(LLR + z_pair PCA 10D),0.7207049103480604
800,2,GPR(LLR only),0.6679567561232861
800,2,GPR(LLR + s_mut PCA 5D),0.6510283604828313
800,2,GPR(LLR + z_pair PCA 5D),0.6918844486112739
800,2,GPR(LLR + z_pair PCA 10D),0.7160406656510021
800,3,GPR(LLR only),0.6043507558889019
800,3,GPR(LLR + s_mut PCA 5D),0.6224833001289113
800,3,GPR(LLR + z_pair PCA 5D),0.6325764678307747
800,3,GPR(LLR + z_pair PCA 10D),0.6789376538146021
800,4,GPR(LLR only),0.6099232391890308
800,4,GPR(LLR + s_mut PCA 5D),0.6050128911285597
800,4,GPR(LLR + z_pair PCA 5D),0.6048371030118364
800,4,GPR(LLR + z_pair PCA 10D),0.6790021094574007
800,5,GPR(LLR only),0.6586487753427869
800,5,GPR(LLR + s_mut PCA 5D),0.6479139810148834
800,5,GPR(LLR + z_pair PCA 5D),0.6890894175553732
800,5,GPR(LLR + z_pair PCA 10D),0.7420573069260518
800,6,GPR(LLR only),0.6417819055431853
800,6,GPR(LLR + s_mut PCA 5D),0.6629819524200163
800,6,GPR(LLR + z_pair PCA 5D),0.6620444157974921
800,6,GPR(LLR + z_pair PCA 10D),0.6986786593226298
800,7,GPR(LLR only),0.5969764443923591
800,7,GPR(LLR + s_mut PCA 5D),0.6034425172858314
800,7,GPR(LLR + z_pair PCA 5D),0.6245751787179187
800,7,GPR(LLR + z_pair PCA 10D),0.6707078401500058
800,8,GPR(LLR only),0.5573245048634712
800,8,GPR(LLR + s_mut PCA 5D),0.5407828430798077
800,8,GPR(LLR + z_pair PCA 5D),0.5972078987460447
800,8,GPR(LLR + z_pair PCA 10D),0.6652437595218563
800,9,GPR(LLR only),0.6566652994257588
800,9,GPR(LLR + s_mut PCA 5D),0.6204968944099378
800,9,GPR(LLR + z_pair PCA 5D),0.699252900503926
800,9,GPR(LLR + z_pair PCA 10D),0.7288556193601312
